,nivel_senioridade,horas_trab_dias,nivel_fadiga_mental,taxa_burnout,dias_empresa,ambi_dome_favoravel_No,ambi_dome_favoravel_Yes,genero_Female,genero_Male,tipo_empresa_Product,tipo_empresa_Service
3862,5.0,8.0,8.0,0.83,5446,1,0,0,1,0,1
3865,2.0,3.0,6.3,0.43,5538,0,1,1,0,1,0
3866,2.0,6.0,8.3,0.67,5551,1,0,0,1,1,0
3867,3.0,7.0,5.9,0.6,5610,0,1,0,1,1,0
3868,2.0,5.0,6.8,0.52,5475,1,0,0,1,1,0
3869,3.0,5.0,5.3,0.31,5403,1,0,1,0,0,1
3870,2.0,3.0,6.3,0.41,5435,0,1,0,1,0,1
3871,2.0,4.0,5.5,0.43,5405,1,0,1,0,1,0
3872,4.0,7.0,8.1,0.65,5269,1,0,0,1,0,1
3873,1.0,2.0,0.0,0.0,5274,0,1,1,0,1,0
3874,2.0,4.0,5.2,0.28,5391,0,1,0,1,1,0
3875,4.0,7.0,8.2,0.75,5314,1,0,0,1,1,0
3876,3.0,4.0,4.7,0.41,5357,0,1,1,0,0,1
3877,2.0,4.0,5.4,0.42,5565,0,1,1,0,1,0
3878,3.0,4.0,6.9,0.59,5551,0,1,1,0,1,0
3879,1.0,2.0,5.9,0.25,5299,0,1,1,0,0,1
3880,3.0,7.0,9.1,0.9,5497,1,0,1,0,1,0
3881,2.0,4.0,5.9,0.41,5305,1,0,0,1,1,0
3882,2.0,3.0,5.9,0.21,5559,0,1,0,1,1,0
3883,3.0,5.0,5.8,0.42,5599,0,1,1,0,0,1
3884,1.0,3.0,4.3,0.32,5338,0,1,1,0,0,1
3885,1.0,3.0,5.1,0.4,5416,0,1,0,1,0,1
3886,2.0,3.0,5.2,0.43,5548,1,0,1,0,1,0
3887,3.0,6.0,7.6,0.67,5266,1,0,0,1,0,1
3888,4.0,9.0,10.0,0.92,5508,1,0,0,1,1,0
3889,1.0,2.0,4.6,0.36,5423,0,1,1,0,1,0
3890,3.0,4.0,5.9,0.38,5304,0,1,1,0,1,0
3891,2.0,6.0,7.6,0.68,5349,1,0,0,1,0,1
3892,2.0,3.0,4.0,0.29,5315,0,1,1,0,1,0
3893,0.0,1.0,4.6,0.28,5290,0,1,0,1,0,1
3895,2.0,4.0,6.0,0.38,5547,0,1,0,1,1,0
3896,4.0,7.0,8.8,0.74,5417,1,0,0,1,1,0
3897,3.0,5.0,5.2,0.37,5255,0,1,1,0,0,1
3898,2.0,4.0,3.9,0.31,5351,0,1,0,1,0,1
3899,2.0,3.0,4.9,0.32,5511,0,1,1,0,0,1
3900,3.0,7.0,9.7,0.81,5354,1,0,0,1,0,1
3901,3.0,7.0,8.5,0.78,5420,0,1,0,1,0,1
3902,1.0,1.0,2.4,0.17,5305,0,1,1,0,1,0
3903,4.0,6.0,7.0,0.51,5544,1,0,0,1,0,1
3904,0.0,1.0,3.5,0.19,5271,1,0,1,0,1,0
3905,4.0,8.0,5.8,0.53,5598,0,1,0,1,1,0
3906,0.0,1.0,4.4,0.24,5423,1,0,1,0,1,0
3907,1.0,2.0,2.2,0.14,5252,0,1,0,1,0,1
3908,2.0,4.0,6.6,0.44,5610,0,1,0,1,0,1
3909,2.0,5.0,6.2,0.52,5266,1,0,0,1,0,1
3910,2.0,4.0,6.1,0.39,5409,1,0,1,0,0,1
3911,1.0,3.0,5.3,0.35,5459,0,1,1,0,0,1
3912,3.0,8.0,8.0,0.7,5346,1,0,0,1,0,1
3913,2.0,4.0,6.7,0.58,5578,0,1,0,1,0,1
3914,3.0,6.0,6.0,0.52,5387,0,1,0,1,0,1
3915,0.0,1.0,3.6,0.16,5516,0,1,0,1,0,1
3916,1.0,3.0,3.4,0.16,5398,0,1,0,1,1,0
3917,1.0,3.0,5.6,0.42,5586,1,0,0,1,0,1
3918,0.0,1.0,3.0,0.23,5374,0,1,1,0,1,0
3919,3.0,5.0,7.9,0.61,5402,0,1,0,1,1,0
3921,2.0,4.0,5.8,0.43,5594,1,0,1,0,0,1
3922,2.0,4.0,5.7,0.37,5306,0,1,1,0,0,1
3923,4.0,8.0,7.0,0.71,5527,1,0,0,1,1,0
3924,2.0,5.0,5.7,0.43,5279,1,0,1,0,0,1
3925,3.0,7.0,6.3,0.54,5291,0,1,1,0,0,1
3926,4.0,7.0,7.2,0.71,5545,1,0,0,1,0,1
3928,2.0,4.0,8.1,0.66,5563,1,0,1,0,0,1
3929,1.0,3.0,6.3,0.49,5484,0,1,1,0,1,0
3930,1.0,3.0,4.5,0.36,5478,0,1,0,1,0,1
3931,2.0,5.0,4.4,0.38,5252,0,1,0,1,0,1
3932,1.0,1.0,3.2,0.25,5360,1,0,1,0,0,1
3933,1.0,3.0,4.6,0.36,5568,0,1,0,1,0,1
3934,0.0,1.0,1.5,0.1,5517,0,1,0,1,0,1
3935,1.0,2.0,5.9,0.19,5412,0,1,1,0,1,0
3936,4.0,7.0,7.2,0.72,5593,1,0,1,0,0,1
3937,1.0,3.0,4.1,0.28,5398,0,1,0,1,0,1
3938,4.0,7.0,6.8,0.67,5384,0,1,1,0,0,1
3939,4.0,8.0,5.8,0.54,5428,1,0,0,1,0,1
3940,3.0,6.0,5.9,0.52,5429,1,0,1,0,1,0
3941,1.0,3.0,4.0,0.19,5290,0,1,1,0,0,1
3942,0.0,1.0,3.1,0.24,5417,0,1,1,0,0,1
3943,1.0,2.0,5.0,0.39,5565,0,1,1,0,1,0
3944,3.0,6.0,6.9,0.54,5308,1,0,0,1,1,0
3945,3.0,4.0,5.4,0.48,5275,0,1,1,0,0,1
3946,2.0,2.0,4.5,0.26,5296,0,1,1,0,0,1
3947,3.0,7.0,8.0,0.63,5266,1,0,0,1,0,1
3948,3.0,6.0,5.2,0.34,5484,0,1,0,1,1,0
3949,1.0,1.0,2.1,0.15,5371,1,0,1,0,0,1
3950,2.0,4.0,5.9,0.47,5334,0,1,1,0,1,0
3951,1.0,2.0,2.6,0.19,5445,0,1,1,0,0,1
3952,1.0,3.0,4.9,0.27,5394,1,0,0,1,0,1
3953,2.0,4.0,3.4,0.25,5372,1,0,1,0,0,1
3954,3.0,6.0,6.0,0.39,5331,0,1,1,0,1,0
3955,3.0,6.0,7.6,0.67,5532,1,0,1,0,0,1
3956,2.0,2.0,4.8,0.26,5522,0,1,1,0,0,1
3957,2.0,5.0,6.5,0.52,5534,0,1,1,0,1,0
3958,0.0,1.0,3.9,0.21,5394,0,1,1,0,1,0
3959,1.0,1.0,2.4,0.09,5546,0,1,1,0,1,0
3960,4.0,8.0,7.3,0.56,5551,1,0,0,1,0,1
3961,3.0,4.0,5.2,0.27,5343,1,0,1,0,1,0
3962,3.0,7.0,7.3,0.56,5578,0,1,0,1,0,1
3963,3.0,6.0,6.9,0.58,5271,1,0,0,1,0,1
3964,2.0,4.0,4.4,0.3,5312,0,1,1,0,0,1
3965,5.0,9.0,8.2,0.85,5603,0,1,0,1,0,1
3966,3.0,6.0,5.9,0.55,5293,1,0,1,0,0,1
3967,4.0,8.0,8.2,0.63,5510,1,0,0,1,0,1
3968,4.0,7.0,6.6,0.59,5469,1,0,1,0,0,1
3969,3.0,6.0,4.2,0.35,5391,0,1,1,0,1,0
3970,2.0,3.0,4.0,0.26,5330,1,0,0,1,0,1
3971,1.0,3.0,3.6,0.2,5417,0,1,1,0,0,1
3972,2.0,6.0,7.7,0.75,5599,1,0,1,0,0,1
3973,2.0,6.0,5.9,0.54,5597,1,0,1,0,1,0
3974,4.0,8.0,8.4,0.76,5368,1,0,1,0,0,1
3975,3.0,4.0,6.3,0.47,5262,0,1,0,1,0,1
3976,2.0,4.0,4.1,0.33,5286,0,1,0,1,1,0
3977,2.0,5.0,7.1,0.53,5392,1,0,0,1,0,1
3978,1.0,2.0,3.7,0.18,5568,0,1,0,1,0,1
3979,4.0,8.0,8.5,0.69,5370,0,1,0,1,0,1
3980,1.0,4.0,7.0,0.51,5261,1,0,1,0,1,0
3981,3.0,5.0,5.9,0.34,5455,1,0,1,0,0,1
3982,1.0,2.0,2.5,0.18,5323,1,0,1,0,0,1
3983,1.0,4.0,5.8,0.53,5304,0,1,0,1,0,1
3984,1.0,3.0,5.9,0.2,5487,0,1,0,1,0,1
3985,1.0,2.0,4.9,0.33,5280,0,1,0,1,1,0
3986,3.0,6.0,7.3,0.56,5414,1,0,0,1,0,1
3987,0.0,1.0,4.4,0.28,5305,1,0,1,0,0,1
3988,4.0,8.0,8.2,0.83,5452,0,1,0,1,0,1
3990,3.0,6.0,6.7,0.64,5553,1,0,0,1,0,1
3991,1.0,1.0,5.9,0.24,5358,1,0,1,0,0,1
3992,1.0,1.0,4.5,0.24,5264,1,0,0,1,0,1
3993,0.0,4.0,4.6,0.29,5528,0,1,1,0,0,1
3994,2.0,4.0,6.0,0.41,5594,0,1,1,0,1,0
3995,2.0,6.0,7.8,0.67,5565,0,1,0,1,1,0
3997,2.0,5.0,6.7,0.52,5551,0,1,1,0,0,1
3998,3.0,5.0,6.4,0.56,5547,0,1,0,1,0,1
3999,2.0,4.0,7.3,0.55,5530,1,0,1,0,0,1
4000,5.0,10.0,5.9,0.8,5296,0,1,1,0,0,1
4001,4.0,8.0,7.0,0.66,5265,1,0,1,0,0,1
4002,3.0,7.0,6.9,0.54,5493,1,0,1,0,0,1
4003,2.0,3.0,5.7,0.38,5403,0,1,0,1,1,0
4004,3.0,7.0,7.2,0.51,5580,0,1,0,1,0,1
4005,4.0,8.0,8.1,0.74,5560,0,1,1,0,0,1
4006,2.0,5.0,6.0,0.52,5296,1,0,0,1,1,0
4008,3.0,7.0,8.9,0.87,5254,1,0,0,1,0,1
4009,0.0,1.0,5.9,0.08,5525,1,0,0,1,0,1
4010,2.0,4.0,5.9,0.39,5260,1,0,0,1,1,0
4011,1.0,3.0,4.1,0.29,5594,0,1,0,1,1,0
4012,4.0,9.0,8.8,0.77,5423,0,1,1,0,0,1
4013,3.0,4.0,6.7,0.45,5485,0,1,0,1,0,1
4014,2.0,3.0,5.8,0.46,5396,0,1,1,0,0,1
4015,1.0,5.0,5.7,0.52,5531,1,0,1,0,1,0
4016,3.0,6.0,5.9,0.54,5365,1,0,0,1,0,1
4017,1.0,2.0,3.7,0.26,5366,0,1,0,1,0,1
4019,0.0,1.0,3.9,0.2,5335,0,1,1,0,0,1
4020,3.0,5.0,6.8,0.68,5566,1,0,0,1,1,0
4021,3.0,5.0,6.9,0.58,5435,1,0,0,1,1,0
4022,3.0,5.0,5.5,0.44,5585,0,1,1,0,1,0
4023,2.0,4.0,7.3,0.54,5428,1,0,1,0,1,0
4024,2.0,4.0,5.9,0.25,5388,0,1,1,0,0,1
4025,1.0,3.0,4.5,0.27,5596,0,1,1,0,0,1
4026,2.0,3.0,3.1,0.23,5521,0,1,0,1,0,1
4027,1.0,2.0,1.6,0.05,5516,0,1,0,1,1,0
4028,1.0,3.0,4.3,0.21,5316,1,0,0,1,1,0
4029,1.0,1.0,2.9,0.14,5330,0,1,0,1,1,0
4030,2.0,4.0,6.4,0.48,5553,0,1,0,1,0,1
4031,2.0,3.0,6.7,0.43,5590,0,1,0,1,0,1
4032,3.0,5.0,5.8,0.34,5581,0,1,1,0,0,1
4033,3.0,4.0,6.7,0.5,5484,1,0,1,0,1,0
4034,2.0,4.0,5.2,0.45,5613,0,1,0,1,0,1
4035,2.0,4.0,8.1,0.68,5493,1,0,0,1,0,1
4036,1.0,4.0,5.6,0.48,5317,0,1,0,1,1,0
4037,2.0,5.0,6.6,0.52,5365,0,1,0,1,1,0
4038,1.0,3.0,2.6,0.2,5426,0,1,0,1,1,0
4039,3.0,4.0,6.1,0.4,5582,0,1,1,0,1,0
4040,2.0,3.0,6.3,0.48,5600,1,0,0,1,0,1
4041,3.0,7.0,8.8,0.7,5259,0,1,1,0,0,1
4042,3.0,6.0,8.1,0.6,5508,0,1,0,1,1,0
4043,1.0,4.0,1.9,0.05,5538,0,1,1,0,0,1
4044,1.0,2.0,2.1,0.14,5581,0,1,0,1,1,0
4045,2.0,4.0,6.6,0.63,5585,1,0,0,1,0,1
4046,2.0,3.0,5.0,0.27,5482,0,1,1,0,0,1
4047,2.0,6.0,7.4,0.57,5580,0,1,0,1,0,1
4048,3.0,7.0,7.7,0.57,5305,0,1,1,0,0,1
4049,1.0,1.0,2.6,0.12,5274,0,1,0,1,0,1
4050,1.0,1.0,2.8,0.23,5380,0,1,0,1,0,1
4051,5.0,10.0,9.1,0.93,5606,0,1,0,1,0,1
4052,4.0,7.0,7.0,0.65,5575,1,0,0,1,0,1
4053,2.0,4.0,7.9,0.66,5609,1,0,0,1,0,1
4054,3.0,6.0,7.7,0.58,5329,0,1,1,0,0,1
4055,3.0,8.0,5.9,0.74,5464,0,1,1,0,1,0
4056,3.0,6.0,8.1,0.73,5552,1,0,0,1,0,1
4057,4.0,9.0,9.8,1.0,5522,1,0,1,0,1,0
4058,2.0,5.0,3.9,0.3,5390,1,0,0,1,0,1
4059,1.0,4.0,4.4,0.32,5587,0,1,1,0,0,1
4060,2.0,5.0,6.2,0.5,5550,0,1,0,1,1,0
4062,0.0,1.0,1.0,0.03,5322,1,0,0,1,0,1
4063,2.0,4.0,6.1,0.49,5336,1,0,0,1,1,0
4064,2.0,5.0,4.1,0.34,5368,0,1,0,1,0,1
4065,1.0,2.0,2.8,0.15,5515,1,0,0,1,1,0
4066,1.0,1.0,1.5,0.07,5576,1,0,0,1,1,0
4067,1.0,3.0,5.7,0.35,5384,1,0,0,1,1,0
4068,3.0,6.0,6.8,0.61,5444,0,1,0,1,1,0
4069,2.0,4.0,5.3,0.33,5286,0,1,1,0,1,0
4071,1.0,1.0,3.6,0.15,5542,0,1,1,0,1,0
4072,1.0,2.0,5.5,0.35,5315,0,1,0,1,1,0
4073,1.0,2.0,5.9,0.29,5528,0,1,0,1,0,1
4074,3.0,5.0,5.5,0.48,5361,1,0,1,0,0,1
4075,1.0,1.0,1.1,0.04,5364,0,1,0,1,0,1
4076,3.0,5.0,4.9,0.43,5264,1,0,1,0,0,1
4077,4.0,4.0,8.7,0.77,5325,0,1,1,0,0,1
4078,1.0,1.0,1.7,0.13,5281,1,0,1,0,1,0
4079,2.0,3.0,5.9,0.48,5408,0,1,0,1,0,1
4080,3.0,7.0,5.9,0.57,5249,1,0,1,0,1,0
4081,4.0,7.0,6.6,0.51,5258,1,0,0,1,1,0
4082,4.0,6.0,7.5,0.64,5331,1,0,0,1,0,1
4083,2.0,4.0,5.0,0.41,5548,0,1,0,1,0,1
4084,4.0,7.0,7.6,0.75,5285,0,1,0,1,0,1
4085,4.0,5.0,5.8,0.48,5276,0,1,1,0,1,0
4086,2.0,4.0,5.3,0.31,5582,0,1,1,0,1,0
4087,3.0,5.0,8.4,0.67,5356,0,1,0,1,0,1
4088,2.0,5.0,5.5,0.45,5469,0,1,1,0,0,1
4089,3.0,4.0,5.4,0.32,5438,0,1,0,1,0,1
4090,1.0,4.0,5.3,0.35,5312,0,1,1,0,1,0
4092,3.0,8.0,7.3,0.74,5464,1,0,1,0,1,0
4093,1.0,3.0,3.8,0.31,5313,0,1,1,0,0,1
4095,3.0,5.0,7.1,0.49,5483,1,0,0,1,0,1
4096,2.0,5.0,6.7,0.53,5379,1,0,1,0,0,1
4097,2.0,4.0,5.5,0.37,5403,1,0,1,0,0,1
4098,3.0,5.0,6.2,0.59,5600,1,0,0,1,1,0
4099,4.0,8.0,7.3,0.74,5433,0,1,0,1,0,1
4100,2.0,4.0,5.1,0.37,5563,0,1,1,0,0,1
4101,1.0,4.0,5.0,0.31,5291,1,0,0,1,1,0
4102,3.0,5.0,6.1,0.5,5498,0,1,1,0,1,0
4103,1.0,1.0,1.5,0.08,5463,1,0,0,1,0,1
4104,1.0,3.0,5.8,0.43,5321,1,0,1,0,0,1
4105,2.0,4.0,5.5,0.33,5504,1,0,0,1,1,0
4106,2.0,4.0,7.1,0.61,5391,1,0,1,0,1,0
4107,4.0,8.0,6.8,0.6,5397,1,0,0,1,0,1
4108,4.0,7.0,7.7,0.68,5508,0,1,0,1,0,1
4109,1.0,1.0,0.0,0.0,5588,1,0,0,1,0,1
4110,5.0,10.0,9.8,0.86,5595,1,0,0,1,0,1
4111,4.0,8.0,7.5,0.75,5568,1,0,0,1,0,1
4112,3.0,7.0,6.7,0.59,5511,1,0,0,1,1,0
4113,1.0,2.0,4.7,0.29,5475,0,1,1,0,1,0
4115,2.0,5.0,5.1,0.32,5559,0,1,1,0,0,1
4116,1.0,3.0,4.9,0.36,5291,0,1,1,0,1,0
4117,1.0,1.0,1.9,0.04,5363,0,1,1,0,0,1
4118,0.0,1.0,0.0,0.0,5390,0,1,1,0,0,1
4119,1.0,4.0,7.0,0.5,5259,1,0,1,0,0,1
4120,1.0,4.0,5.1,0.38,5501,0,1,0,1,0,1
4122,3.0,4.0,5.9,0.42,5326,0,1,1,0,1,0
4123,1.0,4.0,4.6,0.32,5613,1,0,1,0,0,1
4124,4.0,7.0,9.4,0.84,5489,1,0,0,1,0,1
4125,2.0,6.0,6.9,0.65,5312,1,0,0,1,0,1
4126,3.0,4.0,6.8,0.47,5331,1,0,0,1,1,0
4127,3.0,4.0,5.8,0.43,5478,0,1,1,0,0,1
4128,3.0,6.0,8.0,0.64,5543,1,0,0,1,0,1
4129,4.0,8.0,8.6,0.88,5561,1,0,1,0,0,1
4130,1.0,3.0,6.3,0.47,5427,1,0,1,0,1,0
4131,2.0,4.0,5.9,0.38,5284,1,0,1,0,0,1
4132,1.0,4.0,4.3,0.34,5271,0,1,0,1,1,0
4133,4.0,8.0,7.2,0.7,5310,1,0,1,0,0,1
4134,2.0,4.0,5.2,0.45,5287,0,1,0,1,1,0
4136,1.0,2.0,5.2,0.43,5415,1,0,1,0,0,1
4137,1.0,3.0,5.9,0.38,5520,1,0,1,0,0,1
4138,3.0,5.0,5.6,0.43,5257,0,1,1,0,0,1
4139,3.0,6.0,7.7,0.58,5415,1,0,1,0,0,1
4140,1.0,2.0,3.5,0.18,5251,0,1,0,1,0,1
4141,2.0,3.0,6.5,0.46,5598,0,1,1,0,1,0
4142,1.0,4.0,5.9,0.41,5305,0,1,0,1,1,0
4143,3.0,5.0,6.6,0.48,5466,0,1,1,0,0,1
4144,1.0,4.0,5.9,0.56,5401,1,0,1,0,0,1
4145,1.0,2.0,4.1,0.26,5418,0,1,0,1,1,0
4146,2.0,4.0,6.2,0.44,5513,0,1,0,1,1,0
4147,2.0,6.0,5.9,0.55,5454,0,1,1,0,0,1
4148,4.0,7.0,6.9,0.49,5270,0,1,0,1,1,0
4149,5.0,9.0,5.9,0.72,5564,1,0,1,0,0,1
4150,1.0,2.0,3.8,0.25,5301,0,1,1,0,0,1
4151,4.0,8.0,8.8,0.7,5415,1,0,1,0,0,1
4152,1.0,2.0,5.9,0.47,5318,1,0,0,1,1,0
4153,1.0,3.0,4.7,0.31,5574,0,1,1,0,0,1
4154,2.0,4.0,7.5,0.65,5288,1,0,0,1,0,1
4155,2.0,5.0,7.0,0.66,5534,1,0,0,1,1,0
4156,4.0,8.0,9.1,0.75,5586,0,1,0,1,0,1
4157,2.0,2.0,4.5,0.24,5384,0,1,1,0,1,0
4158,1.0,2.0,5.1,0.3,5414,0,1,0,1,0,1
4159,2.0,3.0,3.5,0.27,5260,0,1,0,1,1,0
4160,3.0,4.0,5.9,0.62,5434,0,1,1,0,0,1
4161,4.0,9.0,8.6,0.71,5561,1,0,0,1,1,0
4162,1.0,2.0,4.8,0.43,5341,0,1,1,0,0,1
4163,4.0,4.0,5.9,0.78,5311,1,0,0,1,1,0
4164,1.0,2.0,0.2,0.0,5351,1,0,1,0,0,1
4165,2.0,4.0,4.6,0.4,5545,0,1,0,1,1,0
4166,1.0,4.0,4.9,0.34,5450,0,1,1,0,0,1
4167,2.0,4.0,4.9,0.33,5253,0,1,0,1,0,1
4168,3.0,6.0,7.3,0.51,5323,0,1,0,1,0,1
4169,1.0,1.0,4.5,0.26,5408,0,1,0,1,0,1
4170,2.0,4.0,4.7,0.33,5351,0,1,0,1,0,1
4171,4.0,6.0,7.3,0.61,5359,1,0,1,0,1,0
4172,5.0,8.0,8.1,0.84,5265,1,0,1,0,1,0
4173,2.0,6.0,7.9,0.65,5547,1,0,0,1,0,1
4174,2.0,3.0,6.5,0.45,5557,0,1,1,0,0,1
4175,0.0,1.0,2.5,0.15,5396,0,1,1,0,0,1
4176,3.0,7.0,7.4,0.55,5547,1,0,1,0,0,1
4178,1.0,3.0,3.7,0.18,5276,0,1,0,1,0,1
4179,3.0,5.0,6.3,0.59,5543,1,0,0,1,1,0
4180,3.0,5.0,5.3,0.36,5375,0,1,1,0,0,1
4181,3.0,5.0,5.7,0.43,5510,0,1,0,1,0,1
4183,2.0,4.0,7.5,0.61,5482,1,0,0,1,1,0
4184,3.0,6.0,7.5,0.56,5343,1,0,1,0,1,0
4185,4.0,8.0,5.9,0.73,5476,0,1,1,0,0,1
4186,3.0,5.0,6.5,0.56,5495,0,1,1,0,0,1
4189,0.0,2.0,3.6,0.16,5456,0,1,1,0,1,0
4190,3.0,5.0,6.3,0.49,5298,1,0,0,1,0,1
4191,1.0,3.0,4.7,0.28,5582,1,0,0,1,1,0
4192,2.0,6.0,6.4,0.52,5446,0,1,0,1,0,1
4193,4.0,6.0,8.7,0.69,5333,1,0,1,0,1,0
4194,4.0,8.0,7.5,0.78,5485,1,0,0,1,0,1
4195,1.0,3.0,5.9,0.21,5311,0,1,1,0,1,0
4196,3.0,4.0,6.0,0.56,5572,0,1,0,1,1,0
4197,2.0,3.0,5.5,0.31,5444,0,1,0,1,1,0
4198,0.0,1.0,2.8,0.2,5350,0,1,0,1,1,0
4199,0.0,2.0,4.2,0.22,5546,0,1,0,1,0,1
4200,3.0,8.0,9.0,0.74,5537,1,0,0,1,0,1
4201,2.0,6.0,6.5,0.51,5505,1,0,0,1,0,1
4202,3.0,6.0,7.5,0.56,5383,0,1,0,1,1,0
4203,3.0,4.0,5.1,0.37,5418,0,1,0,1,0,1
4204,1.0,4.0,4.7,0.34,5525,1,0,0,1,0,1
4205,2.0,3.0,5.6,0.42,5309,0,1,1,0,0,1
4206,1.0,3.0,5.2,0.4,5342,1,0,0,1,1,0
4207,2.0,3.0,5.9,0.11,5557,1,0,0,1,1,0
4208,3.0,6.0,8.2,0.71,5436,1,0,1,0,0,1
4209,2.0,6.0,7.4,0.53,5610,1,0,0,1,0,1
4210,3.0,7.0,8.2,0.75,5329,1,0,0,1,0,1
4211,4.0,9.0,8.9,0.89,5467,1,0,0,1,0,1
4212,2.0,4.0,4.7,0.38,5527,1,0,0,1,1,0
4213,2.0,4.0,5.9,0.41,5324,0,1,1,0,0,1
4214,2.0,3.0,6.0,0.4,5613,1,0,1,0,0,1
4215,3.0,6.0,8.6,0.66,5577,0,1,0,1,0,1
4216,1.0,2.0,4.2,0.33,5381,0,1,0,1,0,1
4217,3.0,5.0,3.9,0.34,5545,0,1,1,0,0,1
4218,2.0,5.0,7.4,0.69,5398,1,0,1,0,0,1
4219,1.0,3.0,3.7,0.25,5567,1,0,1,0,1,0
4220,4.0,9.0,8.6,0.73,5331,1,0,0,1,0,1
4221,0.0,1.0,3.9,0.21,5550,0,1,0,1,1,0
4222,4.0,8.0,7.4,0.63,5453,0,1,0,1,1,0
4223,1.0,3.0,3.7,0.3,5466,1,0,1,0,0,1
4224,4.0,6.0,7.1,0.67,5432,1,0,1,0,0,1
4225,1.0,2.0,5.3,0.36,5416,0,1,1,0,1,0
4226,3.0,6.0,5.9,0.52,5384,0,1,0,1,0,1
4227,4.0,9.0,9.4,0.92,5307,1,0,1,0,0,1
4228,3.0,6.0,6.9,0.53,5479,1,0,0,1,0,1
4229,4.0,6.0,5.9,0.5,5592,1,0,0,1,1,0
4230,4.0,6.0,6.5,0.62,5580,1,0,1,0,0,1
4231,1.0,2.0,2.3,0.17,5561,0,1,1,0,0,1
4232,1.0,3.0,5.1,0.45,5467,0,1,0,1,0,1
4233,3.0,5.0,7.2,0.57,5421,1,0,0,1,0,1
4234,4.0,6.0,6.3,0.52,5436,0,1,0,1,0,1
4235,1.0,3.0,4.9,0.35,5613,1,0,0,1,1,0
4236,1.0,2.0,4.3,0.25,5334,1,0,1,0,0,1
4237,2.0,5.0,5.7,0.52,5440,1,0,0,1,0,1
4238,1.0,4.0,5.4,0.31,5516,1,0,0,1,0,1
4239,3.0,7.0,8.8,0.86,5512,1,0,1,0,0,1
4240,2.0,4.0,3.8,0.32,5522,0,1,0,1,1,0
4241,5.0,9.0,8.2,0.88,5373,0,1,1,0,1,0
4242,2.0,3.0,2.2,0.06,5580,0,1,1,0,1,0
4243,3.0,5.0,5.1,0.45,5588,1,0,0,1,1,0
4244,3.0,6.0,7.0,0.63,5368,0,1,0,1,0,1
4245,1.0,3.0,2.8,0.18,5469,0,1,0,1,1,0
4246,2.0,4.0,6.3,0.41,5320,0,1,1,0,0,1
4247,3.0,6.0,7.0,0.56,5442,1,0,0,1,0,1
4248,1.0,3.0,6.9,0.46,5450,1,0,1,0,1,0
4249,5.0,9.0,5.9,0.8,5579,0,1,1,0,1,0
4250,1.0,4.0,5.8,0.42,5279,1,0,0,1,0,1
4251,0.0,1.0,5.9,0.21,5445,0,1,1,0,0,1
4252,2.0,4.0,4.2,0.33,5255,0,1,1,0,0,1
4253,0.0,1.0,3.5,0.22,5363,0,1,1,0,0,1
4254,3.0,8.0,6.9,0.7,5320,0,1,0,1,0,1
4255,4.0,8.0,5.9,0.8,5311,1,0,1,0,0,1
4256,1.0,2.0,5.3,0.28,5262,0,1,1,0,0,1
4257,1.0,1.0,5.0,0.25,5316,0,1,1,0,0,1
4258,0.0,1.0,1.4,0.01,5292,1,0,1,0,0,1
4259,2.0,3.0,4.5,0.24,5277,1,0,1,0,0,1
4260,3.0,6.0,6.5,0.51,5590,0,1,1,0,0,1
4261,1.0,4.0,7.5,0.54,5452,0,1,1,0,0,1
4262,2.0,4.0,4.0,0.33,5299,0,1,1,0,1,0
4263,3.0,5.0,5.9,0.4,5326,0,1,1,0,0,1
4264,3.0,5.0,6.6,0.44,5428,1,0,0,1,1,0
4265,0.0,2.0,4.1,0.3,5382,0,1,1,0,0,1
4266,0.0,1.0,4.4,0.27,5288,1,0,0,1,1,0
4267,3.0,7.0,7.1,0.62,5422,1,0,0,1,0,1
4268,2.0,5.0,6.4,0.44,5329,0,1,1,0,1,0
4269,4.0,7.0,6.1,0.58,5422,0,1,0,1,1,0
4270,2.0,5.0,6.5,0.57,5474,1,0,0,1,0,1
4271,2.0,4.0,4.6,0.42,5606,0,1,1,0,0,1
4272,0.0,1.0,1.9,0.14,5386,0,1,1,0,1,0
4273,1.0,3.0,5.1,0.42,5516,0,1,0,1,0,1
4274,0.0,1.0,4.1,0.29,5344,1,0,1,0,0,1
4275,3.0,6.0,5.9,0.43,5577,0,1,1,0,0,1
4276,2.0,4.0,5.2,0.38,5578,1,0,0,1,0,1
4277,4.0,8.0,5.5,0.52,5518,1,0,0,1,1,0
4278,4.0,9.0,7.2,0.74,5439,1,0,0,1,1,0
4279,1.0,3.0,6.0,0.52,5383,1,0,0,1,1,0
4280,0.0,1.0,3.9,0.21,5292,1,0,0,1,0,1
4281,2.0,4.0,6.2,0.41,5250,0,1,1,0,1,0
4283,3.0,7.0,5.9,0.82,5381,1,0,1,0,0,1
4284,1.0,2.0,3.3,0.17,5414,0,1,1,0,0,1
4285,3.0,7.0,6.8,0.69,5251,1,0,1,0,0,1
4286,0.0,1.0,2.2,0.11,5475,0,1,0,1,1,0
4287,3.0,5.0,5.9,0.66,5466,1,0,0,1,1,0
4288,3.0,7.0,7.7,0.63,5609,1,0,0,1,1,0
4290,1.0,2.0,4.6,0.26,5325,0,1,1,0,1,0
4291,0.0,1.0,2.6,0.17,5517,0,1,1,0,0,1
